Date,Open,High,Low,Close,Adjusted_close,Volume
2/23/2009,37.29,37.81,36.36,36.47,35.3931,3021719
2/24/2009,36.89,37.97,36.58,37.58,36.4703,3089666
2/25/2009,37.47,38.19,37,37.5,36.3927,3130650
2/26/2009,38,38.64,37.25,37.53,36.4222,2744220
2/27/2009,37.34,38.75,37.1,38.25,37.1205,2674384
3/2/2009,37.69,38.56,36.12,36.31,35.2374,2624371
3/3/2009,38.31,39.5,37.62,38.32,37.1888,4832205
3/4/2009,38.92,38.93,37.34,37.54,36.432,3222410
3/5/2009,36.92,38.26,36.25,37.19,36.0918,2040835
3/6/2009,37.385,37.62,35.49,36.43,35.3544,3822784
3/9/2009,36.22,37.67,35.77,36.01,34.947,1859967
3/10/2009,36.65,38.39,36.52,38.28,37.1493,2105358
3/11/2009,38.06,39.64,37.76,39.4,38.2368,2855070
3/12/2009,39.32,39.99,38.7,39.86,38.6828,2327721
3/13/2009,39.76,40,38.88,39.73,38.5568,1450706
3/16/2009,39.82,39.86,38.64,38.87,37.7223,1548418
3/17/2009,38.7,39.91,38.5,39.54,38.3725,1494903
3/18/2009,39.54,41.53,39.34,41.04,39.8282,2790692
3/19/2009,41.75,41.75,40.11,41.06,39.8478,1545898
3/20/2009,41.4,41.4,39.54,40.01,38.828,1727504
3/23/2009,40.37,40.68,37.76,40.65,39.4497,3274874
3/24/2009,40.25,40.57,39.09,39.15,37.9943,2800430
3/25/2009,39.4,40,38.45,40,38.8782,2606679
3/26/2009,40.17,42.39,39.89,42.19,41.0071,2634249
3/27/2009,41.81,41.98,41.26,41.8,40.628,1441434
3/30/2009,41.12,41.64,40.43,41.64,40.4725,1594222
3/31/2009,42.11,42.11,40.59,41.08,39.9283,1865297
4/1/2009,40.52,42.24,40.4,42.09,40.9095,1972932
4/2/2009,41.05,41.66,39.61,39.77,38.655,4266491
4/3/2009,38.55,40.51,38.11,40.51,39.3739,3577438
4/6/2009,40.16,40.48,39.38,40.3,39.1698,2064168
4/7/2009,39.91,40.04,39.2,39.49,38.3828,1932994
4/8/2009,40.04,41.04,39.31,40.68,39.5396,1872129
4/9/2009,41.32,42.5,41.32,42.29,41.1042,2094528
4/13/2009,42.05,42.15,40.56,41.22,40.0642,1847294
4/14/2009,40.89,41.11,39.71,40.62,39.4812,1608896
4/15/2009,40.5,42.16,40.09,42.07,40.8901,2367545
4/16/2009,42.52,43.83,41.97,43.54,42.3193,1884659
4/17/2009,43.74,43.85,43.01,43.34,42.1248,1304921
4/20/2009,41.71,43.07,41.53,41.82,40.6474,1119325
4/21/2009,42,42.67,41.46,42.61,41.4156,1032892
4/22/2009,42.24,44.18,42.24,43.62,42.3969,2167559
4/23/2009,43.65,44.64,43.4,44.14,42.9024,1834193
4/24/2009,44.19,44.39,42.5,42.63,41.4349,1818780
4/27/2009,42.45,43.08,42.02,42.47,41.2793,1713036
4/28/2009,42.35,44,42.1,43.48,42.2605,1848943
4/29/2009,43.86,44.38,42.32,42.6,41.4057,1593746
4/30/2009,43.97,44.89,43.3,43.75,42.5233,2507163
5/1/2009,43.78,43.78,42.1,42.43,41.2404,1513756
5/4/2009,42.84,44.01,42.63,43.78,42.5521,1186574
5/5/2009,42.43,43.27,41.98,42.06,40.8803,2809371
5/6/2009,42.32,43.28,41.29,42.27,41.085,2622002
5/7/2009,42.96,43.05,41.53,41.85,40.6764,1498263
5/8/2009,42.26,42.54,41.08,41.7,40.5306,1258180
5/11/2009,41.15,41.92,40.2,41.27,40.1128,1066613
5/12/2009,41.52,41.96,39.8,40.43,39.2964,1423980
5/13/2009,39.93,40.42,39.5,39.76,38.6452,1657532
5/14/2009,39.72,41.51,39.72,39.93,38.8103,1477941
5/15/2009,39.95,40.98,39.61,40.66,39.5201,1159925
5/18/2009,41.12,42.0398,40.43,41.97,40.7932,1757416
5/19/2009,43.03,44.13,43.03,43.38,42.1637,3061540
5/20/2009,43.96,44.03,42.47,42.89,41.6875,2951956
5/21/2009,42.53,43.16,41.5,42.77,41.5707,4158687
5/22/2009,43.18,43.76,42.6,43,41.794,2091758
5/26/2009,42.6,45.2,42.43,45.13,43.8647,3451226
5/27/2009,44.6,45,43.87,44.15,42.9123,2489670
5/28/2009,44.52,44.76,42.25,43.42,42.2028,2876001
5/29/2009,43.445,43.46,41.98,42.59,41.396,3022723
6/1/2009,43.19,44.11,42.63,43.85,42.6206,2640811
6/2/2009,44.1,45.45,43.85,45.15,43.8838,2473818
6/3/2009,44.75,45.2,44.34,45.15,43.8838,1651099
6/4/2009,45.15,45.25,43.74,44.56,43.3105,1526686
6/5/2009,44.74,44.98,43.5,43.78,42.5521,2034596
6/8/2009,43.59,44.26,42.91,43.96,42.7278,1431956
6/9/2009,44.06,44.6,43.62,44.35,43.1065,1277985
6/10/2009,44.47,44.5,42.86,43.5,42.2802,1600280
6/11/2009,43.41,43.67,41.43,41.52,40.3556,2995140
6/12/2009,41.39,41.56,40.685,41.24,40.0837,1932597
6/15/2009,40.75,41.548,40.5,41.49,40.3266,1808335
6/16/2009,41.82,41.82,40.65,40.84,39.695,1614420
6/17/2009,40.92,42.73,40.72,42.16,40.9781,1921404
6/18/2009,42.39,42.87,41.88,42.58,41.3861,1310477
6/19/2009,42.78,43.11,42.31,42.77,41.5707,2058092
6/22/2009,42.5,42.62,41.48,42.25,41.0652,1576127
6/23/2009,42.27,42.42,41.7435,41.86,40.6864,1357196
6/24/2009,41.94,42.01,40.73,41.01,39.9174,1477482
6/25/2009,40.89,42.32,40.86,42.05,40.9294,1168433
6/26/2009,42.08,42.42,41.66,41.77,40.6568,1181737
6/29/2009,42.07,42.18,41.3,41.56,40.4527,1601407
6/30/2009,41.62,42.19,41.22,41.49,40.3842,1393455
7/1/2009,41.71,42.29,41.49,42.09,40.9689,1521776
7/2/2009,41.69,42.62,41.67,42.24,41.1142,1672748
7/6/2009,41.83,43.2691,41.77,42.36,41.2315,1015638
7/7/2009,42.3,42.49,41.65,41.75,40.6377,1061342
7/8/2009,41.91,44.28,41.67,44.15,42.9739,3052396
7/9/2009,44.48,44.66,43.67,44.12,42.9444,1254338
7/10/2009,44.02,44.39,43.62,44.18,43.003,1073077
7/13/2009,44.12,44.98,43.22,44.92,43.7233,1427373
7/14/2009,44.83,45,44,44.39,43.2071,1652179
7/15/2009,44.45,45.04,44.22,44.92,43.7233,1793181
7/16/2009,44.93,45.59,44.63,45.41,44.1999,1273616
7/17/2009,45.37,45.58,44.98,45.26,44.0543,761492
7/20/2009,45.28,45.68,44.95,45.61,44.3948,1510366
7/21/2009,46.21,46.36,45.37,46.13,44.901,1212099
7/22/2009,46.12,47.09,45.8,46.46,45.2222,1010449
7/23/2009,46.62,47.22,46.017,46.6,45.3586,1281566
7/24/2009,46.31,46.8593,46.11,46.55,45.3092,566038
7/27/2009,46.63,46.77,45.77,46.48,45.2414,740908
7/28/2009,46.32,46.56,45.68,45.89,44.6671,906697
7/29/2009,45.7,46.25,44.91,45.35,44.1418,1145290
7/30/2009,45.6,47.41,45.6,47,45.7477,1919130
7/31/2009,47.01,47.17,46.12,46.23,44.9984,1071504
8/3/2009,46.53,47.08,45.68,47.06,45.8064,1211606
8/4/2009,47,47.06,45.28,45.46,44.2489,1101060
8/5/2009,45.5,45.66,44.22,45.13,43.9276,2025562
8/6/2009,45.14,45.83,44.4,45.33,44.1222,1356352
8/7/2009,45.87,47.08,45.51,46.96,45.709,1022395
8/10/2009,46.95,46.95,45.88,46.06,44.8328,911162
8/11/2009,45.79,46,44.98,45.23,44.025,1623735
8/12/2009,45.27,46.17,44.86,45.63,44.4142,1600517
8/13/2009,43.12,43.56,41.54,43.27,42.1171,5816520
8/14/2009,43.81,43.85,42.92,43.15,42.0002,2274133
8/17/2009,42.37,43.5,42.19,43.07,41.9225,1646975
8/18/2009,43.17,43.77,42.88,43.1,41.9519,1674342
8/19/2009,42.8,43.82,42.78,43.72,42.5549,1927291
8/20/2009,43.7,43.8,43.01,43.09,41.9423,2125342
8/21/2009,43.26,43.94,43.03,43.18,42.0293,1674455
8/24/2009,43.38,43.39,42.42,42.58,41.4453,2031652
8/25/2009,42.8,43.64,42.8,43.01,41.8643,1995222
8/26/2009,42.9,43.49,42.6,42.72,41.5818,1719939
8/27/2009,42.89,43.15,42.09,43.09,41.9423,1681814
8/28/2009,43.03,43.3,42.57,43.12,41.9712,1307592
8/31/2009,42.75,42.75,42.04,42.3,41.1731,1962272
9/1/2009,42.04,42.75,41.16,41.54,40.4331,1706217
9/2/2009,41.55,41.87,41.49,41.5,40.394,1222991
9/3/2009,41.77,41.9,41.1,41.62,40.5113,1580268
9/4/2009,41.55,41.6,41.05,41.2,40.1021,1606656
9/8/2009,41.36,41.81,40.99,41.5,40.394,1855448
9/9/2009,41.61,41.88,41.19,41.55,40.443,1791619
9/10/2009,41.48,41.76,40.36,40.61,39.5282,3503342
9/11/2009,40.65,40.65,38.08,39.15,38.1066,7883622
9/14/2009,38.92,39.87,38.32,39.67,38.6126,3094640
9/15/2009,39.63,39.87,38.6,39.03,37.9904,3105301
9/16/2009,39.22,39.34,38.48,38.78,37.7468,1922369
9/17/2009,38.64,39.4,38.57,38.71,37.6786,1876301
9/18/2009,38.76,39.29,38.76,39.28,38.2338,2636948
9/21/2009,39.09,40.35,38.77,40.11,39.0417,2804659
9/22/2009,40.19,40.79,40.12,40.32,39.2459,2441745
9/23/2009,39.69,39.87,38.53,38.63,37.657,4892818
9/24/2009,38.77,39.63,38.44,38.98,37.9983,3797107
9/25/2009,38.94,39.53,38.63,39.17,38.1834,1685373
9/28/2009,39.41,39.86,39.18,39.39,38.3975,1561906
9/29/2009,39.42,39.88,39.04,39.19,38.2028,1166389
9/30/2009,39.11,39.67,38.62,39.28,38.2905,2196208
10/1/2009,39.25,39.25,37.79,37.94,36.9846,2916759
10/2/2009,37.67,38.2,37.4,37.48,36.5357,2629227
10/5/2009,37.35,38.46,37.35,37.65,36.7015,1678528
10/6/2009,37.94,38.68,37.74,38.6,37.6274,3566707
10/7/2009,38.05,38.74,37.31,38.59,37.6177,3804275
10/8/2009,38.78,39.21,38.26,38.38,37.4134,2231985
10/9/2009,38.28,38.76,37.72,38.47,37.5009,2695674
10/12/2009,38.47,38.87,38.21,38.26,37.2961,1135045
10/13/2009,37.94,38.38,37.94,38.14,37.1793,850348
10/14/2009,38.55,39.3,38.55,39.2,38.2125,1476771
10/15/2009,39,39.48,38.87,39.37,38.3781,1151685
10/16/2009,39.215,39.76,39.02,39.65,38.6511,1638641
10/19/2009,39.62,39.92,38.83,39.41,38.4169,1938901
10/20/2009,39.24,39.33,38.33,38.4,37.4325,1422685
10/21/2009,38.41,38.71,37.43,37.46,36.5161,1362511
10/22/2009,37.52,37.82,37.26,37.74,36.7891,1332558
10/23/2009,37.74,37.83,36.48,36.7,35.7756,3128292
10/26/2009,36.63,37.24,36.46,36.61,35.6877,2349501
10/27/2009,36.44,37.54,36.11,36.91,35.9801,2389495
10/28/2009,37,37.79,36.13,36.49,35.5707,3250678
10/29/2009,37.1,37.97,36.67,37.25,36.3113,2938255
10/30/2009,37.22,37.71,37.07,37.26,36.3211,2666700
11/2/2009,37.61,37.65,36.41,36.87,35.9411,1960775
11/3/2009,36.63,38.62,36.63,38.54,37.5692,3111893
11/4/2009,38.84,38.99,37.41,37.42,36.4775,3610971
11/5/2009,37.81,37.98,37.3,37.72,36.7696,1486408
11/6/2009,37.62,38.15,37.38,38.04,37.0817,1862331
11/9/2009,38.22,38.62,38,38.19,37.2282,2695483
11/10/2009,38.13,39.42,37.7601,39,38.0176,3349712
11/11/2009,39.43,40.34,39.16,40.28,39.265,3886046
11/12/2009,38.15,39.02,37.57,38.69,37.7152,6422231
11/13/2009,38.32,39.375,37.92,39.25,38.2614,4468334
11/16/2009,39.39,39.845,38.97,39.6,38.6021,1975927
11/17/2009,39.6,40.2,39.44,39.86,38.8555,2160058
11/18/2009,39.85,41.05,39.85,40.96,39.9282,3238215
11/19/2009,40.84,40.95,40.01,40.12,39.109,2239880
11/20/2009,39.87,40.105,39.5,39.74,38.739,2005481
11/23/2009,39.92,40.42,39.02,39.39,38.3975,2084635
11/24/2009,39.31,39.51,39.02,39.16,38.1734,1415426
11/25/2009,39.35,39.54,38.54,39.47,38.4759,1456632
11/27/2009,38.67,39.94,38.44,39.45,38.4562,767181
11/30/2009,39.53,39.85,39.02,39.3,38.3096,1613061
12/1/2009,39.42,40.73,39.38,40.38,39.3623,2087255
12/2/2009,40.32,40.79,40.15,40.61,39.5869,1105055
12/3/2009,40.64,40.72,40.17,40.35,39.3334,1277985
12/4/2009,40.7,41.28,40.61,40.92,39.8888,1466182
12/7/2009,39.83,40.9,39.26,40.75,39.7236,2056828
12/8/2009,40.33,40.91,39.84,40.44,39.4211,1639445
12/9/2009,40.5,40.5,39.87,39.99,38.9826,1652250
12/10/2009,40.2,40.3,39.74,39.82,38.8165,2560981
12/11/2009,40.06,40.45,39.46,40.37,39.3528,1288605
12/14/2009,40.57,41.205,40.38,41.05,40.0158,1522400
12/15/2009,40.98,41.13,40.53,40.59,39.5671,957322
12/16/2009,40.68,41.01,40.57,40.72,39.6942,954809
12/17/2009,40.65,41.1,40.63,40.78,39.7525,1306889
12/18/2009,41.06,41.18,40.63,40.92,39.8888,1975935
12/21/2009,40.79,41.75,40.79,41.58,40.5324,1967889
12/22/2009,41.51,41.75,41.31,41.47,40.484,1199791
12/23/2009,41.7,41.77,41.18,41.37,40.3857,1056635
12/24/2009,41.45,41.59,41.11,41.38,40.3956,362901
12/28/2009,41.54,41.66,41.02,41.22,40.2396,1229384
12/29/2009,41.44,41.48,40.75,40.76,39.7904,1150082
12/30/2009,40.55,41.03,40.55,41.01,40.0346,1249314
12/31/2009,41.11,41.11,40.48,40.48,39.5173,894437
1/4/2010,40.7,41.04,40.36,40.38,39.4195,1701655
1/5/2010,40.3,40.31,39.72,40.14,39.1853,1932352
1/6/2010,40.05,40.78,40.05,40.49,39.5271,1406107
1/7/2010,39.55,40.54,39.55,40.48,39.5173,1256729
1/8/2010,40.25,40.82,40.11,40.64,39.6732,960235
1/11/2010,40.72,40.8,40.09,40.24,39.2829,1038380
1/12/2010,39.43,39.72,38.8205,39.54,38.5992,1910773
1/13/2010,39.5,40.15,39.41,40.09,39.1364,809975
1/14/2010,39.94,39.94,39.25,39.56,38.6187,1157516
1/15/2010,39.34,39.66,39.17,39.31,38.3751,738875
1/19/2010,39.3,39.52,39.05,39.5,38.5605,1294962
1/20/2010,38.75,39.38,38.38,39.16,38.2291,1864962
1/21/2010,39.34,39.65,38.95,39.23,38.2967,1297402
1/22/2010,39.13,40.64,39.13,39.74,38.795,2629275
1/25/2010,40.01,40.6,40,40.5,39.5369,1396892
1/26/2010,40.48,41,40.26,40.55,39.5855,1084035
1/27/2010,40.59,40.74,39.9501,40.59,39.6246,1203182
1/28/2010,40.5,40.5,39.67,39.77,38.8237,1206020
1/29/2010,39.99,40.4,39.415,39.45,38.512,948413
2/1/2010,39.55,40.51,39.5,40.49,39.5271,1107196
2/2/2010,40.46,41.35,40.46,41.19,40.2103,1296128
2/3/2010,41.19,41.38,40.93,41.19,40.2103,1147511
2/4/2010,41.06,41.73,40.69,40.93,39.9566,1611529
2/5/2010,41.01,41.13,40.02,40.72,39.7513,1313185
2/8/2010,41.01,41.74,40.62,40.81,39.8396,1721841
2/9/2010,41.15,41.72,40.77,41.57,40.5812,1029956
2/10/2010,41.39,42.85,41.37,42.33,41.3229,1859078
2/11/2010,42.41,43.1,42.13,42.55,41.5381,1548561
2/12/2010,42.37,42.81,42,42.81,41.7914,1509773
2/16/2010,42.9,42.98,42.37,42.63,41.6159,1721157
2/17/2010,42.68,43.08,42.16,42.88,41.8603,2254133
2/18/2010,39.88,40.35,39.08,40.15,39.1952,7767030
2/19/2010,39.79,40.34,39.51,40,39.049,2525298
2/22/2010,39.97,40.46,39.88,40.24,39.2829,1706098
2/23/2010,40.18,40.51,40.05,40.22,39.2632,1653439
2/24/2010,40.34,40.53,40.15,40.46,39.4978,1441489
2/25/2010,40.08,40.9,40.05,40.73,39.761,1328702
2/26/2010,40.73,40.91,40.4,40.8,39.8297,1153734
3/1/2010,40.87,41.45,40.65,41.3,40.3176,1553329
3/2/2010,41.42,41.71,41.14,41.34,40.3564,1220986
3/3/2010,41.35,41.76,41.23,41.49,40.5034,1036593
3/4/2010,41.63,42,41.6,41.78,40.7864,1159656
3/5/2010,41.97,42.29,41.78,42.29,41.2843,1914220
3/8/2010,42.33,42.34,41.7,42.1,41.0986,3080002
3/9/2010,42.04,42.36,41.79,41.94,40.9425,2018651
3/10/2010,41.91,42.28,41.88,42.13,41.1276,1692326
3/11/2010,42.14,42.42,41.92,42.38,41.372,1361507
3/12/2010,42.44,42.55,42.04,42.18,41.1769,1154929
3/15/2010,42.25,42.29,41.761,42.08,41.0793,1806249
3/16/2010,41.87,42.65,41.85,42.3,41.294,843302
3/17/2010,42.47,42.59,42.11,42.35,41.3426,1653022
3/18/2010,42.38,42.55,42.06,42.5,41.4892,2674097
3/19/2010,42.67,43.27,42.47,43.26,42.2309,1915502
3/22/2010,43.17,43.85,43.02,43.64,42.6023,1125688
3/23/2010,43.77,44.11,43.66,43.96,42.9145,1447463
3/24/2010,43.71,43.9,43.36,43.39,42.4161,1290830
3/25/2010,43.61,43.75,43.02,43.02,42.0541,1332813
3/26/2010,42.91,43.21,42.03,42.48,41.5263,1590309
3/29/2010,42.65,42.65,42,42.19,41.2429,1278809
3/30/2010,42.17,42.48,42.03,42.23,41.282,715579
3/31/2010,42.22,42.5,41.89,41.92,40.979,1191193
4/1/2010,42.12,42.46,41.97,42.36,41.4092,627515
4/5/2010,42.46,42.975,42.42,42.67,41.7118,954426
4/6/2010,42.53,42.81,42.42,42.56,41.6044,729103
4/7/2010,42.48,42.76,41.94,42.1,41.155,1946970
4/8/2010,41.99,42.49,41.76,42.25,41.3016,1365307
4/9/2010,42.34,42.38,41.84,42.13,41.1839,1338518
4/12/2010,42.31,42.52,42.09,42.41,41.4578,798904
4/13/2010,42.32,42.62,42.09,42.26,41.3112,978535
4/14/2010,43.23,45.33,43.19,45.28,44.2637,3119904
4/15/2010,45.61,46.34,45.33,45.38,44.3614,3252804
4/16/2010,45.12,45.27,44.77,45.04,44.029,1932078
4/19/2010,44.365,44.67,43.69,44.45,43.4523,1576390
4/20/2010,44.64,44.86,44.27,44.46,43.462,1169495
4/21/2010,44.52,45.16,43.8,44.97,43.9605,1020305
4/22/2010,44.59,45.6,44.41,45.49,44.4685,1215807
4/23/2010,45.53,46.17,45.19,46.11,45.0749,1066850
4/26/2010,45.92,46.46,45.59,46.32,45.2801,1024090
4/27/2010,46.28,46.5,45.11,45.24,44.2242,990957
4/28/2010,45.49,45.96,45.14,45.53,44.5079,1198781
4/29/2010,46.05,46.88,45.75,45.88,44.85,1887578
4/30/2010,46.02,46.25,44.96,45.1,44.0874,1385870
5/3/2010,45.13,46.46,45.09,46.32,45.2801,860937
5/4/2010,45.92,45.92,45.31,45.67,44.6446,1037450
5/5/2010,45.2,46.49,45.02,45.12,44.1071,1366653
5/6/2010,44.87,45.1,42.19,44.2,43.2076,1739585
5/7/2010,44.17,44.55,42.89,43.76,42.7774,1563556
5/10/2010,45.11,45.16,44.43,45.11,44.0973,818727
5/11/2010,44.86,45.64,44.74,45.41,44.3906,959405
5/12/2010,45.46,46,45.15,45.96,44.9284,1255142
5/13/2010,45.82,46.17,45.09,45.25,44.2341,1245768
5/14/2010,44.99,45.1,44.35,44.9,43.892,1442550
5/17/2010,45,45.86,44.86,45.75,44.7229,1960105
5/18/2010,46.16,46.78,45.65,45.75,44.7229,2225031
5/19/2010,45.76,46.48,45.13,46.09,45.0552,2132099
5/20/2010,48.23,50.21,48.16,48.99,47.8903,4364631
5/21/2010,48.67,50.98,48.29,49.47,48.3595,3299389
5/24/2010,49.08,50.255,48.3,49.55,48.4377,2241453
5/25/2010,48.94,51.22,48.83,51.03,49.8843,2714569
5/26/2010,51.28,51.28,50.18,50.2,49.0729,2033204
5/27/2010,50.88,51.37,50.48,51.33,50.1777,1107133
5/28/2010,50.52,52.01,47.79,51.76,50.5981,1720490
6/1/2010,51.74,51.74,50.2,50.37,49.2389,2362797
6/2/2010,50.41,51.36,50.41,51.35,50.1971,1549863
6/3/2010,51.03,51.93,50.74,51.49,50.3343,998785
6/4/2010,50.73,51.07,50.01,50.16,49.0337,1759047
6/7/2010,50.42,50.44,48.52,48.6,47.5089,2760630
6/8/2010,48.53,49.63,47.76,49.46,48.3497,2290721
6/9/2010,49.73,50.57,49.49,49.69,48.5742,2055174
6/10/2010,49.95,50.3,49.4,50.23,49.1025,1750860
6/11/2010,49.87,50.66,49.61,50.51,49.3757,898032
6/14/2010,50.85,51.35,50.7602,50.8,49.6595,844129
6/15/2010,51.06,52.27,50.86,52.14,50.9692,1062004
6/16/2010,52.14,52.33,51.58,51.98,50.8129,887111
6/17/2010,52.12,52.34,51.55,51.89,50.7248,688589
6/18/2010,51.99,52.33,51.47,51.59,50.4318,1463737
6/21/2010,51.99,52.13,51,51.34,50.1874,1026050
6/22/2010,51.35,51.95,50.05,50.32,49.1904,1137011
6/23/2010,50.08,51.21,50.05,50.87,49.7872,802128
6/24/2010,50.68,51.11,50.11,50.94,49.8559,1117882
6/25/2010,50.99,51.09,50.25,50.9,49.8166,1432098
6/28/2010,51.19,51.19,50.2,50.47,49.3959,610911
6/29/2010,50.1,50.58,49.2,50.28,49.2101,1098020
6/30/2010,50.29,50.96,50,50.18,49.112,1170255
7/1/2010,50.38,51.92,50.1,51.7,50.5998,1714566
7/2/2010,51.72,51.99,50.68,51.01,49.9244,922213
7/6/2010,51.8,52.38,49.76,50.5,49.4254,1460220
7/7/2010,50.67,50.98,50.12,50.89,49.8069,1423524
7/8/2010,51.08,51.88,50.17,50.82,49.7385,1154238
7/9/2010,50.93,51.51,50.77,51.27,50.1789,1050367
7/12/2010,51.28,51.72,50.93,51.46,50.3646,702958
7/13/2010,51.65,52.77,51.63,52.65,51.5293,1569293
7/14/2010,52.69,52.9896,52.26,52.6,51.4807,926255
7/15/2010,52.63,53.21,52.08,53.06,51.931,1016437
7/16/2010,52.96,52.99,51.23,51.34,50.2474,1201991
7/19/2010,51.3,52.1899,51.3,51.96,50.8541,708337
7/20/2010,51.53,53.17,51.391,53,51.872,843422
7/21/2010,53.25,53.31,51.58,51.69,50.5898,1162094
7/22/2010,52.27,53.45,52.27,53.1,51.9702,2021688
7/23/2010,53.15,54.24,53,54.17,53.0171,837912
7/26/2010,54.61,54.87,53.92,54.85,53.683,927678
7/27/2010,55.01,55.78,54.44,54.54,53.3796,776113
7/28/2010,54.36,54.62,53.32,53.64,52.4985,600248
7/29/2010,53.99,54.49,52.47,53.18,52.0483,1108528
7/30/2010,52.65,53.72,52.35,53.53,52.3904,639766
8/2/2010,54.13,54.15,52.96,53.43,52.293,1102550
8/3/2010,53.21,53.28,52.15,52.61,51.4904,924411
8/4/2010,52.75,53.53,52.59,53.36,52.2242,651568
8/5/2010,53.26,54.059,52.6,53.87,52.7236,795770
8/6/2010,53.56,53.89,52.41,52.75,51.6272,962260
8/9/2010,52.76,53.42,52.76,53.26,52.1263,866949
8/10/2010,52.81,53.49,52.52,53.05,51.921,774363
8/11/2010,52.46,52.48,51.69,51.91,50.8052,1197865
8/12/2010,52.75,55.78,52.72,54.62,53.4572,3096607
8/13/2010,54.61,54.78,53.94,54.26,53.1056,1120089
8/16/2010,53.95,54.73,53.82,54.3,53.1442,1235809
8/17/2010,54.37,54.94,54.12,54.5,53.34,1200507
8/18/2010,54.57,55.36,54.2409,55.19,54.0151,896721
8/19/2010,55.08,55.52,54.75,55.28,54.1036,1166675
8/20/2010,55.28,55.92,54.76,55.89,54.7004,784883
8/23/2010,55.9,56.21,54.74,54.75,53.5846,1312531
8/24/2010,54.12,54.925,53.65,54.26,53.1056,946666
8/25/2010,53.88,55.15,53.88,54.86,53.6924,1099658
8/26/2010,54.87,55.21,54.34,54.68,53.5165,900865
8/27/2010,55.02,55.94,54.24,55.58,54.3972,954546
8/30/2010,55.32,55.51,54.15,54.16,53.0072,1133616
8/31/2010,53.78,54.75,53.72,54.47,53.3107,1268405
9/1/2010,55.08,55.98,55.08,55.48,54.299,666746
9/2/2010,55.43,56.49,55.43,56.29,55.0921,623822
9/3/2010,56.72,57.63,55.85,56.54,55.3367,916020
9/7/2010,56.38,56.88,56.04,56.28,55.0822,562594
9/8/2010,56.28,56.8,56.05,56.56,55.3563,627320
9/9/2010,57.15,57.26,55.81,56.04,54.8476,729440
9/10/2010,56.12,56.49,55.88,56.07,54.8765,449882
9/13/2010,56.7,57.02,56.37,56.56,55.3563,827281
9/14/2010,56.58,57.58,56.42,57.36,56.1392,827833
9/15/2010,57.32,57.45,56.66,57.41,56.1883,671950
9/16/2010,57.25,58,57.2,57.99,56.7557,628333
9/17/2010,57.37,58.24,57.27,58.15,56.9125,1079164
9/20/2010,58.35,59.7,58.26,59.16,57.9011,1230354
9/21/2010,59.28,59.28,58,58.41,57.1668,1305279
9/22/2010,58.24,59.89,58.04,59.81,58.597,1327299
9/23/2010,59.61,60.21,58.86,58.86,57.6665,981624
9/24/2010,59.27,59.9,58.97,59.61,58.4012,870749
9/27/2010,59.49,59.75,59.17,59.38,58.1758,486165
9/28/2010,59.69,59.74,58.86,59.46,58.2547,945495
9/29/2010,59.25,59.785,59.25,59.66,58.45,717484
9/30/2010,59.29,59.51,58.08,58.68,57.4904,1027491
10/1/2010,59.22,59.61,57.96,58.7,57.5097,838606
