SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,166 140th Pl NE #120,Bellevue,WA,98007,580000,3,2.0,,1763,,1973,,329,,,,,http://www.redfin.com/WA/Bellevue/166-140th-Pl-NE-98007/unit-120/home/38173,,,N,Y,47.611139,-122.150616
PAST SALE,October-19-2018,Single Family Residential,7007 115th Ct SE,Newcastle,WA,98056,880000,4,2.5,Newcastle,2790,5000,2005,346,315,21,Sold,,,http://www.redfin.com/WA/Newcastle/7007-115th-Ct-SE-98056/home/8186791,NWMLS,1357484,N,Y,47.5404891,-122.1875812
PAST SALE,November-15-2018,Single Family Residential,4510 Somerset Dr SE,Bellevue,WA,98006,951000,4,2.5,Somerset,2180,11200,1968,319,436,,Sold,,,http://www.redfin.com/WA/Bellevue/4510-Somerset-Dr-SE-98006/home/236804,NWMLS,1371609,N,Y,47.5647551,-122.1604359
PAST SALE,,Condo/Co-op,13616 NE 7th St Unit E3,Bellevue,WA,98005,380000,2,2.0,,1022,,1980,,372,,,,,http://www.redfin.com/WA/Bellevue/13616-NE-7th-St-98005/unit-E3/home/67360,,,N,Y,47.6165827,-122.1574443
PAST SALE,March-22-2019,Single Family Residential,1066 148th Dr SE,Bellevue,WA,98007,589450,2,1.0,Robinswood,1700,10074,1956,192,347,,Sold,,,http://www.redfin.com/WA/Bellevue/1066-148th-Dr-SE-98007/home/426351,NWMLS,1417685,N,Y,47.6006747,-122.142199
PAST SALE,,Single Family Residential,407 140th Ave NE,Bellevue,WA,98005,1700000,4,2.25,,2430,27878,1977,,700,,,,,http://www.redfin.com/WA/Bellevue/407-140th-Ave-NE-98005/home/509439,,,N,Y,47.613767,-122.1547343
PAST SALE,October-10-2018,Single Family Residential,1001 104th Ave SE,Bellevue,WA,98004,2999950,6,4.75,Enatai,5355,11059,2018,355,560,,Sold,,,http://www.redfin.com/WA/Bellevue/1001-104th-Ave-SE-98004/home/253849,NWMLS,1343382,N,Y,47.6012201,-122.2018151
PAST SALE,March-7-2019,Townhouse,11 143rd Ave SE,Bellevue,WA,98007,589000,2,2.25,Bellevue,1553,153740,1981,207,379,611,Sold,,,http://www.redfin.com/WA/Bellevue/11-143rd-Ave-SE-98007/unit-2/home/29128,NWMLS,1405447,N,Y,47.609804,-122.1479092
PAST SALE,April-19-2019,Single Family Residential,4030 134th Ave SE,Bellevue,WA,98006,1025000,5,2.75,Bellevue,3180,11859,1961,164,322,,Sold,,,http://www.redfin.com/WA/Bellevue/4030-134th-Ave-SE-98006/home/234054,NWMLS,1422216,N,Y,47.5737367,-122.1621789
PAST SALE,May-10-2019,Single Family Residential,4247 135th Pl SE,Bellevue,WA,98006,1092500,5,2.75,Bellevue,3220,11915,1965,143,339,,Sold,,,http://www.redfin.com/WA/Bellevue/4247-135th-Pl-SE-98006/home/234342,NWMLS,1433585,N,Y,47.5711439,-122.1605663
PAST SALE,May-16-2019,Condo/Co-op,14707 NE 44th Pl Unit Q4,Bellevue,WA,98007,400000,2,1.75,Microsoft,1051,,1980,137,381,432,Sold,,,http://www.redfin.com/WA/Bellevue/14707-NE-44th-Pl-98007/unit-Q4/home/8105,NWMLS,1430661,N,Y,47.6497087,-122.1461365
PAST SALE,April-29-2019,Single Family Residential,13700 NE 34th Pl,Bellevue,WA,98005,1560000,5,3.0,Bridle Trails,3520,39960,1980,154,443,25,Sold,,,http://www.redfin.com/WA/Bellevue/13700-NE-34th-Pl-98005/home/430713,NWMLS,1411324,N,Y,47.6418139,-122.1574343
PAST SALE,,Condo/Co-op,6234 138th Ave NE #225,Redmond,WA,98052,262000,1,1.0,,775,,1969,,338,,,,,http://www.redfin.com/WA/Redmond/6234-138th-Ave-NE-98052/unit-225/home/48086,,,N,Y,47.662063,-122.157086
PAST SALE,March-22-2019,Single Family Residential,2046 139th Pl SE,Bellevue,WA,98005,1186000,4,3.0,College Hill,2600,8767,1965,192,456,,Sold,,,http://www.redfin.com/WA/Bellevue/2046-139th-Pl-SE-98005/home/509487,NWMLS,1419257,N,Y,47.5911954,-122.1544607
PAST SALE,October-31-2018,Single Family Residential,13815 SE 45th Place,Bellevue,WA,98006,1200000,3,2.0,Somerset,2780,8700,1977,334,432,,Sold,,,http://www.redfin.com/WA/Bellevue/13815-SE-45th-Pl-98006/home/236529,NWMLS,1359265,N,Y,47.5645082,-122.1552893
PAST SALE,December-28-2018,Single Family Residential,13928 SE 47th St,Bellevue,WA,98006,1550000,4,3.0,Somerset,3205,19584,1977,276,484,,Sold,,,http://www.redfin.com/WA/Bellevue/13928-SE-47th-St-98006/home/239691,NWMLS,1388277,N,Y,47.5606842,-122.1543371
PAST SALE,November-20-2018,Single Family Residential,14112 SE 49th Place,Bellevue,WA,98006,999888,4,2.75,Somerset,2030,8900,1979,314,493,,Sold,,,http://www.redfin.com/WA/Bellevue/14112-SE-49th-Pl-98006/home/237974,NWMLS,1370486,N,Y,47.5596592,-122.1511983
PAST SALE,November-5-2018,Single Family Residential,14150 NE 32nd Place,Bellevue,WA,98007,1688000,4,2.5,Bridle Trails,3750,33636,1986,329,450,92,Sold,,,http://www.redfin.com/WA/Bellevue/14150-NE-32nd-Pl-98007/home/430456,NWMLS,1349680,N,Y,47.6394844,-122.1512764
PAST SALE,October-19-2018,Townhouse,163 140th Place NE,Bellevue,WA,98007,775000,3,2.5,Bellevue,2033,976179,1973,346,381,529,Sold,,,http://www.redfin.com/WA/Bellevue/163-140th-Pl-NE-98007/unit-122J/home/54838,NWMLS,1357795,N,Y,47.6115927,-122.152934
PAST SALE,June-7-2019,Condo/Co-op,14533 NE 30th Pl Unit B13,Bellevue,WA,98007,380000,2,1.0,Microsoft,908,,1978,115,419,381,Sold,,,http://www.redfin.com/WA/Bellevue/14533-NE-30th-Pl-98007/unit-13B/home/70233,NWMLS,1423643,N,Y,47.637349,-122.145774
PAST SALE,,Condo/Co-op,2440 140th Ave NE #1,Bellevue,WA,98005,620000,3,2.0,,1711,,1973,,362,,,,,http://www.redfin.com/WA/Bellevue/2440-140th-Ave-NE-98005/unit-1/home/2595,,,N,Y,47.6328919,-122.1508167
PAST SALE,April-10-2019,Single Family Residential,14717 SE Allen Rd,Bellevue,WA,98006,670000,4,2.0,Eastgate,1370,10495,1954,173,489,,Sold,,,http://www.redfin.com/WA/Bellevue/14717-SE-Allen-Rd-98006/home/233636,NWMLS,1390698,N,Y,47.573919,-122.142624
PAST SALE,,Condo/Co-op,2680 139th Ave SE #4,Bellevue,WA,98005,780000,3,2.5,,1767,,1998,,441,,,,,http://www.redfin.com/WA/Bellevue/2680-139th-Ave-SE-98005/unit-4/home/60565,,,N,Y,47.5861522,-122.1515743
PAST SALE,October-1-2018,Single Family Residential,10502 SE 10th Ct,Bellevue,WA,98004,1102500,4,3.0,Bellevue,2172,4388,2011,364,508,175,Sold,,,http://www.redfin.com/WA/Bellevue/10502-SE-10th-Ct-98004/unit-9/home/40265222,NWMLS,1340050,N,Y,47.6012678,-122.1998899
PAST SALE,March-19-2019,Single Family Residential,4379 150th Ave SE,Bellevue,WA,98006,837500,3,2.25,Eastgate,1795,11200,1954,195,467,,Sold,,,http://www.redfin.com/WA/Bellevue/4379-150th-Ave-SE-98006/home/238693,NWMLS,1401316,N,Y,47.5680226,-122.142491
PAST SALE,June-28-2019,Single Family Residential,4557 135th Ave SE,Bellevue,WA,98006,1623500,5,2.75,Somerset,3530,13717,1973,94,460,,Sold,,,http://www.redfin.com/WA/Bellevue/4557-135th-Ave-SE-98006/home/237960,NWMLS,1458006,N,Y,47.5632197,-122.1605643
PAST SALE,April-22-2019,Townhouse,15821 Northup Way #16,Bellevue,WA,98008,700000,2,2.5,Microsoft,1912,293811,1987,161,366,443,Sold,,,http://www.redfin.com/WA/Bellevue/15821-Northup-Way-98008/unit-16/home/46992,NWMLS,1420070,N,Y,47.6266427,-122.1289255
PAST SALE,,Single Family Residential,16421 NE 13th St,Bellevue,WA,98008,608500,3,1.0,,990,8438,1959,,615,,,,,http://www.redfin.com/WA/Bellevue/16421-NE-13th-St-98008/home/500393,,,N,Y,47.6206776,-122.1207494
PAST SALE,November-15-2018,Single Family Residential,2006 154th Ave SE,Bellevue,WA,98007,765000,3,1.75,Robinswood,1500,9455,1957,319,510,,Sold,,,http://www.redfin.com/WA/Bellevue/2006-154th-Ave-SE-98007/home/426079,NWMLS,1361653,N,Y,47.5927782,-122.1343781
PAST SALE,May-16-2019,Single Family Residential,4402 152nd Pl SE,Bellevue,WA,98006,830000,4,2.25,Eastgate,2208,13720,1973,137,376,3,Sold,,,http://www.redfin.com/WA/Bellevue/4402-152nd-Pl-SE-98006/home/240148,NWMLS,1437992,N,Y,47.5671832,-122.1367092
PAST SALE,December-6-2018,Single Family Residential,815 108th Ave SE,Bellevue,WA,98004,895000,3,1.75,West Bellevue,1840,11800,1949,298,486,,Sold,,,http://www.redfin.com/WA/Bellevue/815-108th-Ave-SE-98004/home/510063,NWMLS,1381820,N,Y,47.6025537,-122.1966715
PAST SALE,April-30-2019,Single Family Residential,461 168th Ave SE,Bellevue,WA,98008,1080000,3,2.5,Lake Hills,1830,10204,1957,153,590,,Sold,,,http://www.redfin.com/WA/Bellevue/461-168th-Ave-SE-98008/home/428295,NWMLS,1422474,N,Y,47.6046114,-122.1170356
PAST SALE,,Single Family Residential,16251 NE 2nd St,Bellevue,WA,98008,760000,3,1.75,,1510,8546,1959,,503,,,,,http://www.redfin.com/WA/Bellevue/16251-NE-2nd-St-98008/home/500489,,,N,Y,47.6113327,-122.1223347
PAST SALE,June-7-2019,Single Family Residential,16810 NE 6th St,Bellevue,WA,98008,775000,3,1.75,Lochmoor,1500,7972,1960,115,517,,Sold,,,http://www.redfin.com/WA/Bellevue/16810-NE-6th-St-98008/home/500863,NWMLS,1457698,N,Y,47.6151984,-122.1164634
PAST SALE,November-8-2018,Single Family Residential,1015 170th Place NE,Bellevue,WA,98008,875000,4,2.0,Bellevue,2120,8462,1963,326,413,,Sold,,,http://www.redfin.com/WA/Bellevue/1015-170th-Pl-NE-98008/home/500357,NWMLS,1360670,N,Y,47.6193225,-122.1129108
PAST SALE,February-28-2019,Single Family Residential,17501 SE 56th St,Bellevue,WA,98006,1100000,3,2.5,Lakemont,2470,9174,1995,214,445,35,Sold,,,http://www.redfin.com/WA/Bellevue/17501-SE-56th-St-98006/home/419324,NWMLS,1401156,N,Y,47.5531413,-122.1064314
PAST SALE,December-28-2018,Single Family Residential,2019 165th Place SE,Bellevue,WA,98008,757500,3,1.75,Phantom Lake,1450,8470,1969,276,522,,Sold,,,http://www.redfin.com/WA/Bellevue/2019-165th-Pl-SE-98008/home/428034,NWMLS,1364441,N,Y,47.5923239,-122.1197051
PAST SALE,May-15-2019,Single Family Residential,16122 SE Newport Way,Bellevue,WA,98006,920000,5,3.0,Bellevue,2480,9600,1963,138,371,,Sold,,,http://www.redfin.com/WA/Bellevue/16122-SE-Newport-Way-98006/home/234454,NWMLS,1434573,N,Y,47.5728406,-122.1251761
PAST SALE,May-30-2019,Single Family Residential,1540 168th Ave NE,Bellevue,WA,98008,760000,3,1.75,Microsoft,1690,7600,1968,123,450,,Sold,,,http://www.redfin.com/WA/Bellevue/1540-168th-Ave-NE-98008/home/432080,NWMLS,1434415,N,Y,47.6240543,-122.1165123
PAST SALE,May-21-2019,Single Family Residential,1406 163rd Pl SE,Bellevue,WA,98008,1150000,4,2.5,Phantom Lake,2104,9638,1977,132,547,40,Sold,,,http://www.redfin.com/WA/Bellevue/1406-163rd-Pl-SE-98008/home/428051,NWMLS,1416562,N,Y,47.5976059,-122.122083
PAST SALE,,Condo/Co-op,5589 Lakemont Blvd SE #1703,Bellevue,WA,98006,400000,1,1.0,,890,,2001,,449,,,,,http://www.redfin.com/WA/Bellevue/5589-Lakemont-Blvd-SE-98006/unit-1703/home/31703,,,N,Y,47.5538125,-122.1256143
PAST SALE,March-11-2019,Single Family Residential,2410 159th Ave NE,Bellevue,WA,98008,825000,3,2.0,Microsoft,1530,11360,1956,203,539,,Sold,,,http://www.redfin.com/WA/Bellevue/2410-159th-Ave-NE-98008/home/432168,NWMLS,1406904,N,Y,47.6319404,-122.1280817
PAST SALE,,Single Family Residential,17417 SE 46th Pl,Bellevue,WA,98006,1150000,4,2.5,,3020,10613,1984,,381,,,,,http://www.redfin.com/WA/Bellevue/17417-SE-46th-Pl-98006/home/235866,,,N,Y,47.5617094,-122.1080476
PAST SALE,March-22-2019,Single Family Residential,2522 161 Ave SE,Bellevue,WA,98008,900000,4,3.0,Spiritridge,1960,8035,1967,192,459,,Sold,,,http://www.redfin.com/WA/Bellevue/2522-161st-Ave-SE-98008/home/429534,NWMLS,1409638,N,Y,47.5875825,-122.1214772
PAST SALE,December-4-2018,Single Family Residential,719 96th Ave SE,Bellevue,WA,98004,9650000,5,5.75,Bellevue,14140,108756,2001,300,682,,Sold,,,http://www.redfin.com/WA/Bellevue/719-96th-Ave-SE-98004/home/143063225,NWMLS,1346040,N,Y,47.6032586,-122.2116081
PAST SALE,,Single Family Residential,4427 138th Ave SE,Bellevue,WA,98006,652457,5,1.75,,4120,8537,1963,,158,,,,,http://www.redfin.com/WA/Bellevue/4427-138th-Ave-SE-98006/home/240380,,,N,Y,47.5666288,-122.1570437
