SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-20-2018,Single Family Residential,10856 NE 12th St,Bellevue,WA,98004,2900000,5,5.0,Downtown,4491,13197,2018,284,646,,Sold,,,http://www.redfin.com/WA/Bellevue/10856-NE-12th-St-98004/home/506763,NWMLS,1358054,N,Y,47.6214254,-122.1939107
PAST SALE,December-14-2018,Single Family Residential,10351 SE 8th St,Bellevue,WA,98004,2000000,4,3.25,Enatai,3796,10508,2018,290,527,,Sold,,,http://www.redfin.com/WA/Bellevue/10351-SE-8th-St-98004/home/253678,NWMLS,1371317,N,Y,47.6026474,-122.2017255
PAST SALE,July-31-2019,Condo/Co-op,11004 NE 11th St #404,Bellevue,WA,98004,519950,1,,Downtown,788,,2001,61,660,366,Sold,,,http://www.redfin.com/WA/Bellevue/11004-NE-11th-St-98004/unit-404/home/8910,NWMLS,1475892,N,Y,47.6203624,-122.1932551
PAST SALE,,Condo/Co-op,3828 Lake Washington Blvd SE Unit 4D,Bellevue,WA,98006,300000,2,2.0,,880,,1973,,341,,,,,http://www.redfin.com/WA/Bellevue/3828-Lake-Washington-Blvd-SE-98006/unit-4D/home/18055,,,N,Y,47.5752101,-122.1815441
PAST SALE,October-31-2018,Townhouse,379 100th Ave NE Unit B,Bellevue,WA,98004,950000,3,2.5,Downtown,1960,7800,1969,334,485,290,Sold,,,http://www.redfin.com/WA/Bellevue/379-100th-Ave-NE-98004/unit-B/home/103953878,NWMLS,1358176,N,Y,47.6136043,-122.2073945
PAST SALE,November-30-2018,Condo/Co-op,10398 NE 17th St #206,Bellevue,WA,98004,900000,2,2.0,Downtown,1311,38400,2001,304,686,593,Sold,,,http://www.redfin.com/WA/Bellevue/10398-NE-17th-St-98004/unit-206/home/147407579,NWMLS,1368393,N,Y,47.6261393,-122.2022766
PAST SALE,,Condo/Co-op,111 108th Ave NE Unit A310,Bellevue,WA,98004,519000,,1.0,,423,,2000,,1227,,,,,http://www.redfin.com/WA/Bellevue/111-108th-Ave-NE-98004/unit-A310/home/12304567,,,N,Y,47.6107203,-122.1968988
PAST SALE,December-21-2018,Single Family Residential,16364 SE 40th St,Bellevue,WA,98006,686000,3,2.5,Eastgate,2030,14300,1967,283,338,,Sold,,,http://www.redfin.com/WA/Bellevue/16364-SE-40th-St-98006/home/233595,NWMLS,1377163,N,Y,47.5734749,-122.1219178
PAST SALE,November-27-2018,Single Family Residential,3953 153rd Ave SE,Bellevue,WA,98006,680000,4,1.75,Eastgate,1700,5734,1954,307,400,,Sold,,,http://www.redfin.com/WA/Bellevue/3953-153rd-Ave-SE-98006/home/234110,NWMLS,1363635,N,Y,47.573832,-122.1367574
PAST SALE,,Condo/Co-op,10610 NE 9th Pl #1024,Bellevue,WA,98004,1100000,2,2.0,,1441,,2008,,763,,,,,http://www.redfin.com/WA/Bellevue/10610-NE-9th-Pl-98004/unit-1024/home/18657018,,,N,Y,47.6191171,-122.1979122
PAST SALE,December-21-2018,Condo/Co-op,3990 129th Place SE Unit C105,Bellevue,WA,98006,450000,2,1.75,Factoria,1060,93201,1998,283,425,475,Sold,,,http://www.redfin.com/WA/Bellevue/3990-129th-Pl-SE-98006/unit-C105/home/14798,NWMLS,1386562,N,Y,47.5744121,-122.1656372
PAST SALE,July-29-2019,Single Family Residential,1804 126th Ave SE,Bellevue,WA,98005,1450000,4,3.0,Woodridge,2703,9900,1957,63,536,,Sold,,,http://www.redfin.com/WA/Bellevue/1804-126th-Ave-SE-98005/home/508893,NWMLS,1460114,N,Y,47.5945637,-122.1722334
PAST SALE,December-10-2018,Single Family Residential,14920 SE 49th St,Bellevue,WA,98006,1000000,4,3.25,Eaglesmere,3330,11615,1976,294,300,17,Sold,,,http://www.redfin.com/WA/Bellevue/14920-SE-49th-St-98006/home/238706,NWMLS,1382274,N,Y,47.5591524,-122.1406712
PAST SALE,July-19-2019,Single Family Residential,2130 155th Ln SE,Bellevue,WA,98007,787500,3,1.75,Robinswood,1340,8700,1967,73,588,,Sold,,,http://www.redfin.com/WA/Bellevue/155th-Ln-SE-98007/home/427394,NWMLS,1473175,N,Y,47.59025,-122.132521
PAST SALE,November-29-2018,Single Family Residential,5438 154th Ave SE,Bellevue,WA,98006,955000,4,2.5,The Summit,4160,9840,1990,305,230,276,Sold,,,http://www.redfin.com/WA/Bellevue/5438-154th-Ave-SE-98006/home/238462,NWMLS,1358421,N,Y,47.5527424,-122.133655
PAST SALE,,Condo/Co-op,10047 Main St #307,Bellevue,WA,98004,1100000,2,2.0,,1641,,2000,,670,,,,,http://www.redfin.com/WA/Bellevue/10047-Main-St-98004/unit-307/home/60288,,,N,Y,47.6097638,-122.2056083
PAST SALE,July-17-2019,Condo/Co-op,1011 156th Ave NE Unit C217,Bellevue,WA,98007,460000,2,2.0,Crossroads,915,95849,1986,75,503,451,Sold,,,http://www.redfin.com/WA/Bellevue/1011-156th-Ave-NE-98007/unit-C217/home/2068758,NWMLS,1452962,N,Y,47.619172,-122.1335726
PAST SALE,July-18-2019,Single Family Residential,40 151st Pl NE,Bellevue,WA,98007,745000,3,1.75,Lake Hills,1430,8190,1966,74,521,,Sold,,,http://www.redfin.com/WA/Bellevue/40-151st-Pl-NE-98007/home/499704,NWMLS,1472048,N,Y,47.6110518,-122.1378603
PAST SALE,July-19-2019,Single Family Residential,14620 SE 49th St,Bellevue,WA,98006,1263000,5,2.5,Eaglesmere,3400,9752,1976,73,371,17,Sold,,,http://www.redfin.com/WA/Bellevue/14620-SE-49th-St-98006/home/236952,NWMLS,1466221,N,Y,47.5595997,-122.1442237
PAST SALE,July-19-2019,Single Family Residential,6134 147th Pl SE,Bellevue,WA,98006,1326000,5,2.25,Somerset,2370,10072,1982,73,559,,Sold,,,http://www.redfin.com/WA/Bellevue/6134-147th-Pl-SE-98006/home/236988,NWMLS,1473027,N,Y,47.5471562,-122.143389
PAST SALE,,Condo/Co-op,5385 164th Ave SE Unit 10-4,Bellevue,WA,98006,655000,3,2.5,,1879,,1998,,349,,,,,http://www.redfin.com/WA/Bellevue/5385-164th-Ave-SE-98006/unit-10-4/home/71723,,,N,Y,47.5549767,-122.1243845
PAST SALE,July-19-2019,Single Family Residential,2824 W Lake Sammamish Pkwy,Bellevue,WA,98008,2850000,3,3.25,West Lake Sammamish,3080,23321,2001,73,925,,Sold,,,http://www.redfin.com/WA/Bellevue/2824-W-Lake-Sammamish-Pkwy-SE-98008/home/326799,NWMLS,1463601,N,Y,47.5846398,-122.1103885
PAST SALE,July-19-2019,Single Family Residential,4429 149th Ave SE,Bellevue,WA,98006,735000,5,1.75,Eastgate,2800,9638,1955,73,263,,Sold,,,http://www.redfin.com/WA/Bellevue/4429-149th-Ave-SE-98006/home/236833,NWMLS,1471153,N,Y,47.5663531,-122.1422295
PAST SALE,July-24-2019,Single Family Residential,17745 SE 58th Pl,Bellevue,WA,98006,2230000,5,4.25,Lakemont,5070,12341,1999,68,440,35,Sold,,,http://www.redfin.com/WA/Bellevue/17745-SE-58th-Pl-98006/home/419286,NWMLS,1459024,N,Y,47.5502706,-122.1041418
PAST SALE,July-22-2019,Single Family Residential,5692 176th Pl SE,Bellevue,WA,98006,1960000,4,3.5,Lakemont,4410,12426,1996,70,444,35,Sold,,,http://www.redfin.com/WA/Bellevue/5692-176th-Pl-SE-98006/home/418865,NWMLS,1467165,N,Y,47.5518492,-122.1065359
PAST SALE,July-24-2019,Single Family Residential,16535 SE 21st Pl,Bellevue,WA,98008,915000,4,2.25,Phantom Lake,2050,9720,1967,68,446,,Sold,,,http://www.redfin.com/WA/Bellevue/16535-SE-21st-Pl-98008/home/428946,NWMLS,1476995,N,Y,47.5911304,-122.1190123
PAST SALE,July-22-2019,Single Family Residential,6041 155th Ave SE,Bellevue,WA,98006,1700000,5,4.0,The Summit,5070,15191,1999,70,335,286,Sold,,,http://www.redfin.com/WA/Bellevue/6041-155th-Ave-SE-98006/home/236933,NWMLS,1432039,N,Y,47.548107,-122.1340042
PAST SALE,July-25-2019,Single Family Residential,12506 SE 4th Pl,Bellevue,WA,98005,888000,3,2.25,Bellevue,1530,8243,1969,67,580,,Sold,,,http://www.redfin.com/WA/Bellevue/12506-SE-4th-Pl-98005/home/507630,NWMLS,1466470,N,Y,47.6059714,-122.17253
PAST SALE,July-22-2019,Condo/Co-op,14836 SE 16th St #9,Bellevue,WA,98007,500000,2,1.75,Robinswood,1194,93358,1969,70,419,500,Sold,,,http://www.redfin.com/WA/Bellevue/14836-SE-16th-St-98007/unit-9/home/44692,NWMLS,1412488,N,Y,47.5968236,-122.1410473
PAST SALE,July-26-2019,Single Family Residential,3816 130th Ave NE,Bellevue,WA,98005,2450000,5,3.5,Bridle Trails,4793,39708,2006,66,511,,Sold,,,http://www.redfin.com/WA/Bellevue/3816-130th-Ave-NE-98005/home/431078,NWMLS,1474043,N,Y,47.645283,-122.1681318
PAST SALE,July-26-2019,Condo/Co-op,2220 132nd Ave SE Unit A214,Bellevue,WA,98005,619000,2,1.75,Woodridge,1476,407655,1999,66,419,577,Sold,,,http://www.redfin.com/WA/Bellevue/2220-132nd-Ave-SE-98005/unit-A214/home/66216,NWMLS,1482779,N,Y,47.5900686,-122.1628648
PAST SALE,July-26-2019,Single Family Residential,500 176th Ln NE,Bellevue,WA,98008,941000,3,2.75,Bellevue,1800,15960,1977,66,523,,Sold,,,http://www.redfin.com/WA/Bellevue/500-176th-Ln-NE-98008/home/504661,NWMLS,1456289,N,Y,47.6142386,-122.1060604
PAST SALE,July-29-2019,Single Family Residential,16234 SE 48th St,Bellevue,WA,98006,940000,4,2.5,Lakemont,2320,9056,1985,63,405,3,Sold,,,http://www.redfin.com/WA/Bellevue/16234-SE-48th-St-98006/home/238271,NWMLS,1485056,N,Y,47.5604508,-122.1232761
PAST SALE,June-14-2019,Condo/Co-op,500 106th Ave NE #1107,Bellevue,WA,98004,840000,1,1.25,Downtown,1042,105864,2008,108,806,639,Sold,,,http://www.redfin.com/WA/Bellevue/500-106th-Ave-NE-98004/unit-1107/home/21882640,NWMLS,1447404,N,Y,47.6147175,-122.1987009
PAST SALE,January-8-2019,Single Family Residential,2025 173rd Ave NE,Redmond,WA,98052,541000,3,1.5,Microsoft,1030,13503,1965,265,525,,Sold,,,http://www.redfin.com/WA/Redmond/2025-173rd-Ave-NE-98052/home/503437,NWMLS,1347507,N,Y,47.6285945,-122.1105829
PAST SALE,April-30-2019,Townhouse,4002 129th Place SE (Unit 1),Bellevue,WA,98006,1358000,3,3.25,Factoria,2773,,2019,153,490,250,Sold,,,http://www.redfin.com/WA/Bellevue/4002-129th-Pl-SE-98006/home/148355613,NWMLS,1389584,N,Y,47.5715456,-122.1654492
PAST SALE,May-9-2019,Single Family Residential,3802 127th Ave NE,Bellevue,WA,98005,1225000,4,2.75,Bridle Trails,3170,37473,1970,144,386,12,Sold,,,http://www.redfin.com/WA/Bellevue/3802-127th-Ave-NE-98005/home/429887,NWMLS,1420401,N,Y,47.6448784,-122.17081
PAST SALE,December-7-2018,Townhouse,6735 SE Cougar Mountain Wy #1,Bellevue,WA,98006,472500,3,2.5,Lakemont,1185,872942,1995,297,399,253,Sold,,,http://www.redfin.com/WA/Bellevue/6735-SE-Cougar-Mountain-Way-98006/unit-1/home/60802,NWMLS,1379981,N,Y,47.5422235,-122.1271631
PAST SALE,July-15-2019,Single Family Residential,4925 125th Ave SE,Bellevue,WA,98006,810000,5,2.75,Newport Hills,2700,13193,1966,77,300,,Sold,,,http://www.redfin.com/WA/Bellevue/4925-125th-Ave-SE-98006/home/417768,NWMLS,1469107,N,Y,47.5584452,-122.1741711
PAST SALE,July-15-2019,Single Family Residential,16445 SE 16th St,Bellevue,WA,98008,930000,5,2.5,Phantom Lake,2640,11070,1964,77,352,,Sold,,,http://www.redfin.com/WA/Bellevue/16445-SE-16th-St-98008/home/429460,NWMLS,1471767,N,Y,47.5964797,-122.1192605
PAST SALE,December-6-2018,Single Family Residential,16834 SE 43rd St,Bellevue,WA,98006,1550000,6,4.0,Cougar Mountain,5790,16358,2011,298,268,,Sold,,,http://www.redfin.com/WA/Bellevue/16834-SE-43rd-St-98006/home/22497387,NWMLS,1371673,N,Y,47.5688757,-122.1148844
PAST SALE,July-8-2019,Condo/Co-op,300 110th Ave NE #304,Bellevue,WA,98004,630000,1,1.0,Downtown,880,28011,2001,84,716,384,Sold,,,http://www.redfin.com/WA/Bellevue/300-110th-Ave-NE-98004/unit-304/home/27152,NWMLS,1454166,N,Y,47.6133396,-122.193091
PAST SALE,December-10-2018,Single Family Residential,12633 SE 4th Place,Bellevue,WA,98005,982250,4,2.75,Wilburton,2010,7416,1977,294,489,,Sold,,,http://www.redfin.com/WA/Bellevue/12633-SE-4th-Pl-98005/home/507851,NWMLS,1382287,N,Y,47.6055986,-122.1705807
PAST SALE,July-15-2019,Single Family Residential,16034 NE 2nd St,Bellevue,WA,98008,838000,4,2.75,Lake Hills,1820,8250,1958,77,460,,Sold,,,http://www.redfin.com/WA/Bellevue/16034-NE-2nd-St-98008/home/500169,NWMLS,1463957,N,Y,47.6114981,-122.1254972
PAST SALE,July-12-2019,Townhouse,6234 138th Ave NE #203,Redmond,WA,98052,359000,2,1.5,Bridle Trails,1114,437046,1969,80,322,525,Sold,,,http://www.redfin.com/WA/Redmond/6234-138th-Ave-NE-98052/unit-203/home/56221,NWMLS,1456731,N,Y,47.662065,-122.1570841
PAST SALE,August-1-2019,Townhouse,6750 163rd Pl SE Unit A,Bellevue,WA,98006,498940,3,2.5,Lakemont,1504,4724,2003,60,332,20,Sold,,,http://www.redfin.com/WA/Bellevue/6750-163rd-Pl-SE-98006/unit-A/home/72428,NWMLS,1458289,N,Y,47.5405381,-122.1234646
PAST SALE,July-12-2019,Single Family Residential,5246 123rd Ave SE,Bellevue,WA,98006,865800,5,1.75,Newport Hills,2170,11600,1961,80,399,,Sold,,,http://www.redfin.com/WA/Bellevue/5246-123rd-Ave-SE-98006/home/414513,NWMLS,1470365,N,Y,47.5548599,-122.1752527
PAST SALE,July-9-2019,Single Family Residential,17720 SE 40th Pl,Bellevue,WA,98008,4000000,4,4.75,West Lake Sammamish,4643,9067,2007,83,862,,Sold,,,http://www.redfin.com/WA/Bellevue/17720-SE-40th-Pl-98008/home/326377,NWMLS,1461241,N,Y,47.5723127,-122.1036342
PAST SALE,July-25-2019,Townhouse,6673 SE Cougar Mountain Way,Bellevue,WA,98006,700000,3,2.5,Lakemont,1763,1,1995,67,397,502,Sold,,,http://www.redfin.com/WA/Bellevue/6673-SE-Cougar-Mountain-Way-98006/unit-1/home/33491,NWMLS,1466884,N,Y,47.5425113,-122.1271618
PAST SALE,June-27-2019,Condo/Co-op,925 110th Ave NE Ph 09,Bellevue,WA,98004,880000,2,1.75,Downtown,1237,,1998,95,711,756,Sold,,,http://www.redfin.com/WA/Bellevue/925-110th-Ave-NE-98004/unit-09/home/73030,NWMLS,1461718,N,Y,47.6186441,-122.1939813
PAST SALE,,Condo/Co-op,2973 142nd Pl SE Unit 703B,Bellevue,WA,98007,338000,1,1.0,,704,,1994,,480,,,,,http://www.redfin.com/WA/Bellevue/2973-142nd-Pl-SE-98007/unit-703B/home/57380,,,N,Y,47.583767,-122.151745
PAST SALE,July-5-2019,Condo/Co-op,1723 157th Ave NE Unit A206,Bellevue,WA,98008,480000,2,2.0,Crossroads,1187,144795,1979,87,404,560,Sold,,,http://www.redfin.com/WA/Bellevue/1723-157th-Ave-NE-98008/unit-A206/home/63674,NWMLS,1436320,N,Y,47.625752,-122.131543
PAST SALE,July-17-2019,Single Family Residential,16139 SE 45th Ct,Bellevue,WA,98006,1015000,4,2.5,Lakemont,3100,4504,1999,75,327,29,Sold,,,http://www.redfin.com/WA/Bellevue/16139-SE-45th-Ct-98006/home/238497,NWMLS,1467580,N,Y,47.564629,-122.1241181
PAST SALE,July-5-2019,Single Family Residential,325 123rd Pl NE,Bellevue,WA,98005,1115000,5,3.5,Wilburton,2500,6496,1986,87,446,32,Sold,,,http://www.redfin.com/WA/Bellevue/325-123rd-Pl-NE-98005/home/507525,NWMLS,1455424,N,Y,47.6133034,-122.1758798
PAST SALE,December-7-2018,Single Family Residential,1004 147th Ave SE,Bellevue,WA,98007,640000,4,1.75,Lake Hills,1900,7848,1966,297,337,,Sold,,,http://www.redfin.com/WA/Bellevue/1004-147th-Ave-SE-98007/home/426071,NWMLS,1366505,N,Y,47.6009596,-122.1429278
PAST SALE,July-12-2019,Single Family Residential,16907 SE 34th St,Bellevue,WA,98008,950000,3,1.75,Lake Sammamish,2200,9730,1962,80,432,,Sold,,,http://www.redfin.com/WA/Bellevue/16907-SE-34th-St-98008/home/429058,NWMLS,1470626,N,Y,47.5792965,-122.1145002
PAST SALE,July-30-2019,Single Family Residential,1122 140th Ave SE,Bellevue,WA,98005,1250000,4,2.5,Bellevue,3697,14103,2003,62,338,65,Sold,,,http://www.redfin.com/WA/Bellevue/1122-140th-Ave-SE-98005/home/425828,NWMLS,1390176,N,Y,47.600391,-122.1523969
PAST SALE,,Vacant Land,1412 112th Ave NE #200,Bellevue,WA,98004,1152000,,,,,12658,,,,,,,,http://www.redfin.com/WA/Bellevue/1412-112th-Ave-NE-98004/unit-200/home/22649663,,,N,Y,47.6235792,-122.1900069
PAST SALE,December-21-2018,Townhouse,2680 139th Ave SE #30,Bellevue,WA,98005,585000,2,2.25,Bellevue,1100,,1998,283,532,328,Sold,,,http://www.redfin.com/WA/Bellevue/2680-139th-Ave-SE-98005/unit-30/home/3523,NWMLS,1357925,N,Y,47.5861522,-122.1515743
PAST SALE,July-13-2019,Condo/Co-op,12720 NE 10th Pl Unit D206,Bellevue,WA,98005,451000,2,1.75,Wilburton,859,421760,1986,79,525,465,Sold,,,http://www.redfin.com/WA/Bellevue/12720-NE-10th-Pl-98005/unit-D206/home/1922,NWMLS,1469182,N,Y,47.6187269,-122.1710137
PAST SALE,,Single Family Residential,4261 134th Ave SE,Bellevue,WA,98006,1090000,4,2.0,,1880,11384,1968,,580,,,,,http://www.redfin.com/WA/Bellevue/4261-134th-Ave-SE-98006/home/235300,,,N,Y,47.5681938,-122.1624154
PAST SALE,July-3-2019,Single Family Residential,15044 SE 64th St,Bellevue,WA,98006,1340000,3,2.5,Somerset,2690,9270,1986,89,498,,Sold,,,http://www.redfin.com/WA/Bellevue/15044-SE-64th-St-98006/home/237109,NWMLS,1466289,N,Y,47.5463859,-122.1399832
PAST SALE,,Condo/Co-op,140th Ave SE,Bellevue,WA,98005,263000,1,1.0,,642,,1979,,410,,,,,http://www.redfin.com/WA/Bellevue/140th-Ave-SE-98005/home/56450,,,N,Y,47.595684,-122.152083
PAST SALE,June-29-2019,Single Family Residential,6576 163rd Pl SE,Bellevue,WA,98006,1830000,4,3.25,Lakemont,4240,34230,1990,93,432,67,Sold,,,http://www.redfin.com/WA/Bellevue/6576-163rd-Pl-SE-98006/home/419400,NWMLS,1430585,N,Y,47.5432258,-122.1226507
PAST SALE,,Other,16533 SE 45th Pl,Bellevue,WA,98006,700000,,,,,19116,,,,,,,,http://www.redfin.com/WA/Bellevue/16533-SE-45th-Pl-98006/home/22526612,,,N,Y,47.5639446,-122.1193333
PAST SALE,July-23-2019,Single Family Residential,1610 150th Ave SE,Bellevue,WA,98007,720000,3,1.5,Robinswood,1200,10941,1960,69,600,,Sold,,,http://www.redfin.com/WA/Bellevue/1610-150th-Ave-SE-98007/home/426633,NWMLS,1471495,N,Y,47.5960845,-122.1396568
PAST SALE,June-24-2019,Condo/Co-op,10700 NE 4th St #424,Bellevue,WA,98004,799950,1,1.0,Downtown,955,105864,2008,98,838,585,Sold,,,http://www.redfin.com/WA/Bellevue/10700-NE-4th-St-98004/unit-424/home/22807965,NWMLS,1457410,N,Y,47.6143359,-122.1980565
PAST SALE,,Single Family Residential,4127 154th Ave SE,Bellevue,WA,98006,700000,5,1.0,,1780,10000,1954,,393,,,,,http://www.redfin.com/WA/Bellevue/4127-154th-Ave-SE-98006/home/234728,,,N,Y,47.572156,-122.1356149
PAST SALE,July-2-2019,Single Family Residential,13120 SE Newport Way,Bellevue,WA,98006,1375000,5,2.75,Bellevue,3288,11277,1963,90,418,,Sold,,,http://www.redfin.com/WA/Bellevue/13120-SE-Newport-Way-98006/home/234330,NWMLS,1466620,N,Y,47.5700895,-122.1649569
PAST SALE,June-26-2019,Single Family Residential,1805 136th Pl SE,Bellevue,WA,98005,1200000,4,2.5,College Hill,3350,10500,1987,96,358,,Sold,,,http://www.redfin.com/WA/Bellevue/1805-136th-Pl-SE-98005/home/508009,NWMLS,1442246,N,Y,47.5939525,-122.1579415
PAST SALE,June-24-2019,Single Family Residential,5526 166th Pl SE,Bellevue,WA,98006,1316500,4,2.75,Lakemont,3640,10539,1994,98,362,,Sold,,,http://www.redfin.com/WA/Bellevue/5526-166th-Pl-SE-98006/home/419138,NWMLS,1452500,N,Y,47.5546392,-122.1182361
PAST SALE,June-27-2019,Condo/Co-op,14409 NE 30th Pl Unit A23,Bellevue,WA,98007,378000,2,1.0,Microsoft,913,395028,1978,95,414,381,Sold,,,http://www.redfin.com/WA/Bellevue/14409-NE-30th-Pl-98007/unit-A23/home/11427,NWMLS,1456606,N,Y,47.6372728,-122.1465791
PAST SALE,June-24-2019,Single Family Residential,435 140th Ave NE,Bellevue,WA,98005,2099000,4,3.25,Glendale,3820,17176,1953,98,549,,Sold,,,http://www.redfin.com/WA/Bellevue/435-140th-Ave-NE-98005/home/507682,NWMLS,1439590,N,Y,47.6141739,-122.1583521
PAST SALE,,Condo/Co-op,111 108th Ave NE #306,Bellevue,WA,98004,670000,2,2.0,,1017,,2000,,659,,,,,http://www.redfin.com/WA/Bellevue/111-108th-Ave-NE-98004/unit-306/home/22403744,,,N,Y,47.6107203,-122.1968988
PAST SALE,October-26-2018,Single Family Residential,5819 146th Ave SE,Bellevue,WA,98006,930000,4,2.75,Somerset,2590,8954,1981,339,359,,Sold,,,http://www.redfin.com/WA/Bellevue/5819-146th-Ave-SE-98006/home/239920,NWMLS,1337154,N,Y,47.5500165,-122.1453013
PAST SALE,June-21-2019,Single Family Residential,16749 SE 21st Pl,Bellevue,WA,98008,685000,0,,Spiritridge,1280,10815,1961,101,535,,Sold,,,http://www.redfin.com/WA/Bellevue/16749-SE-21st-Pl-98008/home/428686,NWMLS,1480585,N,Y,47.5917384,-122.1163838
PAST SALE,November-15-2018,Single Family Residential,2210 108th Ave SE,Bellevue,WA,98004,1392000,4,2.5,Enatai,3122,15482,1925,319,446,,Sold,,,http://www.redfin.com/WA/Bellevue/2210-108th-Ave-SE-98004/home/510059,NWMLS,1350787,N,Y,47.5906992,-122.1960237
PAST SALE,,Single Family Residential,12605 NE 2nd St,Bellevue,WA,98005,562500,4,2.0,,1650,10935,1963,,341,,,,,http://www.redfin.com/WA/Bellevue/12605-NE-2nd-St-98005/home/509018,,,N,Y,47.6120432,-122.1718481
PAST SALE,,Multi-Family (2-4 Unit),14517 NE 6th Pl,Bellevue,WA,98007,1583000,,,,,10233,1970,,,,,,,http://www.redfin.com/WA/Bellevue/14517-NE-6th-Pl-98007/home/2075776,,,N,Y,47.6155387,-122.1464775
PAST SALE,November-1-2018,Condo/Co-op,10505 SE Cliff Place Unit A,Bellevue,WA,98004,726500,2,1.75,Downtown,1265,17031,1979,333,574,502,Sold,,,http://www.redfin.com/WA/Bellevue/SE-Cliff-Pl-98004/home/2094390,NWMLS,1361493,N,Y,47.608346,-122.199595
PAST SALE,,Vacant Land,16900 SE 38th Pl,Bellevue,WA,98008,200000,,,,,7211,,,,,,,,http://www.redfin.com/WA/Bellevue/16900-SE-38th-Pl-98008/home/22487096,,,N,Y,47.5763075,-122.1131993
PAST SALE,June-24-2019,Single Family Residential,14007 SE 21st Pl,Bellevue,WA,98007,1100000,4,2.5,Bellevue,2611,3932,2011,98,421,67,Sold,,,http://www.redfin.com/WA/Bellevue/14007-SE-21st-Pl-98007/home/40089495,NWMLS,1426677,N,Y,47.5916441,-122.1518919
PAST SALE,October-15-2018,Single Family Residential,11156 SE 66th Ct,Newcastle,WA,98056,1200000,5,2.75,Newcastle,3683,8076,2012,350,326,,Sold,,,http://www.redfin.com/WA/Newcastle/11156-SE-66th-Ct-98056/home/417560,NWMLS,1325295,N,Y,47.5431428,-122.1922254
PAST SALE,October-4-2018,Single Family Residential,16710 SE 59th St,Bellevue,WA,98006,1690000,5,3.25,Lakemont,4410,15250,1995,361,383,,Sold,,,http://www.redfin.com/WA/Bellevue/16710-SE-59th-St-98006/home/418640,NWMLS,1306462,N,Y,47.5493281,-122.1169243
PAST SALE,December-7-2018,Single Family Residential,5768 110th Ave SE,Bellevue,WA,98006,696800,4,2.75,Newcastle,2170,10869,1977,297,321,,Sold,,,http://www.redfin.com/WA/Bellevue/5768-110th-Ave-SE-98006/home/416700,NWMLS,1384890,N,Y,47.5513445,-122.1927381
PAST SALE,December-20-2018,Single Family Residential,6030 113th Place SE,Bellevue,WA,98006,860000,3,2.0,Newport Hills,1980,7345,1990,284,434,,Sold,,,http://www.redfin.com/WA/Bellevue/6030-113th-Pl-SE-98006/home/416454,NWMLS,1380023,N,Y,47.5483669,-122.187793
PAST SALE,December-7-2018,Townhouse,1406 159th Place NE Unit 6.5,Bellevue,WA,98008,939990,3,3.25,Bellevue,2014,1,2018,297,467,319,Sold,,,http://www.redfin.com/WA/Bellevue/1406-140th-Pl-NE-98007/unit-65/home/146225536,NWMLS,1328628,N,Y,47.622811,-122.151312
PAST SALE,December-10-2018,Townhouse,1400 159th Place NE Unit 6.6,Bellevue,WA,98008,978878,3,2.5,Bellevue,1988,1,2018,294,492,319,Sold,,,http://www.redfin.com/WA/Bellevue/1400-159th-Pl-NE-98008/unit-66/home/146225006,NWMLS,1328518,N,Y,47.6242885,-122.1274175
PAST SALE,November-27-2018,Townhouse,1422 159th Place NE Unit 6.2,Bellevue,WA,98008,950055,3,2.5,Bellevue,2014,1,2018,307,472,319,Sold,,,http://www.redfin.com/WA/Bellevue/1422-159th-Pl-NE-98008/unit-62/home/146092762,NWMLS,1316935,N,Y,47.6242885,-122.1274175
PAST SALE,November-21-2018,Townhouse,1430 158th Ct NE Unit 10.6,Bellevue,WA,98008,761113,3,2.25,Bellevue,1578,1,2018,313,482,338,Sold,,,http://www.redfin.com/WA/Bellevue/1430-158th-Ct-NE-98008/unit-106/home/145994957,NWMLS,1306439,N,Y,47.6293433,-122.127891
PAST SALE,November-1-2018,Townhouse,4034 129th Place SE (Unit 5),Bellevue,WA,98006,1329950,2,3.25,Factoria,2306,,2017,333,577,250,Sold,,,http://www.redfin.com/WA/Bellevue/4034-129th-Pl-SE-98006/home/144408332,NWMLS,1221656,N,Y,47.5713143,-122.1655103
PAST SALE,December-27-2018,Condo/Co-op,1420 153rd Ave NE #4608,Bellevue,WA,98007,270000,1,1.0,Crossroads,723,214647,1977,277,373,285,Sold,,,http://www.redfin.com/WA/Bellevue/1420-153rd-Ave-NE-98007/unit-4608/home/15521,NWMLS,1335543,N,Y,47.6228513,-122.1351151
PAST SALE,October-23-2018,Single Family Residential,12514 SE 16th St,Bellevue,WA,98005,1157100,4,2.5,Woodridge,2230,11205,1961,342,519,,Sold,,,http://www.redfin.com/WA/Bellevue/12514-SE-16th-St-98005/home/507254,NWMLS,1363655,N,Y,47.5974017,-122.172863
